,lower_latitude,upper_latitude,mean_latitude,lower_longitude,upper_longitude,mean_longitude,box,crime_score
241,40.615,40.623,40.619,-73.945,-73.933,-73.939,"40.615,40.623,-73.945,-73.933",1553.599999999998
242,40.615,40.623,40.619,-73.956,-73.945,-73.9505,"40.615,40.623,-73.956,-73.945",1511.9999999999989
243,40.615,40.623,40.619,-73.967,-73.956,-73.9615,"40.615,40.623,-73.967,-73.956",2140.199999999995
244,40.615,40.623,40.619,-73.978,-73.967,-73.9725,"40.615,40.623,-73.978,-73.967",1090.4000000000005
245,40.615,40.623,40.619,-73.989,-73.978,-73.98349999999999,"40.615,40.623,-73.989,-73.978",1618.4999999999973
246,40.615,40.623,40.619,-74.0,-73.989,-73.9945,"40.615,40.623,-74.0,-73.989",2559.099999999991
247,40.615,40.623,40.619,-74.011,-74.0,-74.0055,"40.615,40.623,-74.011,-74.0",1660.8999999999983
248,40.615,40.623,40.619,-74.022,-74.011,-74.01650000000001,"40.615,40.623,-74.022,-74.011",1016.5000000000009
249,40.615,40.623,40.619,-74.033,-74.022,-74.0275,"40.615,40.623,-74.033,-74.022",3978.1999999999803
250,40.615,40.623,40.619,-74.044,-74.033,-74.0385,"40.615,40.623,-74.044,-74.033",1034.2000000000012
251,40.615,40.623,40.619,-74.067,-74.055,-74.061,"40.615,40.623,-74.067,-74.055",88.1
252,40.615,40.623,40.619,-74.078,-74.067,-74.07249999999999,"40.615,40.623,-74.078,-74.067",770.9000000000013
253,40.615,40.623,40.619,-74.089,-74.078,-74.0835,"40.615,40.623,-74.089,-74.078",3533.299999999971
254,40.615,40.623,40.619,-74.1,-74.089,-74.0945,"40.615,40.623,-74.1,-74.089",215.4999999999999
255,40.615,40.623,40.619,-74.111,-74.1,-74.1055,"40.615,40.623,-74.111,-74.1",342.80000000000007
256,40.615,40.623,40.619,-74.122,-74.111,-74.1165,"40.615,40.623,-74.122,-74.111",96.09999999999997
257,40.615,40.623,40.619,-74.133,-74.122,-74.1275,"40.615,40.623,-74.133,-74.122",359.19999999999993
258,40.615,40.623,40.619,-74.144,-74.133,-74.1385,"40.615,40.623,-74.144,-74.133",373.90000000000026
259,40.615,40.623,40.619,-74.155,-74.144,-74.1495,"40.615,40.623,-74.155,-74.144",487.2000000000005
260,40.615,40.623,40.619,-74.166,-74.155,-74.1605,"40.615,40.623,-74.166,-74.155",709.6000000000013
261,40.615,40.623,40.619,-74.177,-74.166,-74.17150000000001,"40.615,40.623,-74.177,-74.166",148.19999999999996
262,40.615,40.623,40.619,-74.189,-74.177,-74.18299999999999,"40.615,40.623,-74.189,-74.177",8.1
263,40.623,40.631,40.626999999999995,-73.889,-73.878,-73.8835,"40.623,40.631,-73.889,-73.878",273.59999999999997
264,40.623,40.631,40.626999999999995,-73.9,-73.889,-73.8945,"40.623,40.631,-73.9,-73.889",562.1000000000006
265,40.623,40.631,40.626999999999995,-73.911,-73.9,-73.9055,"40.623,40.631,-73.911,-73.9",1293.1999999999994
266,40.623,40.631,40.626999999999995,-73.922,-73.911,-73.9165,"40.623,40.631,-73.922,-73.911",1864.8999999999967
267,40.623,40.631,40.626999999999995,-73.933,-73.922,-73.92750000000001,"40.623,40.631,-73.933,-73.922",2533.999999999993
268,40.623,40.631,40.626999999999995,-73.945,-73.933,-73.939,"40.623,40.631,-73.945,-73.933",2684.3999999999905
269,40.623,40.631,40.626999999999995,-73.956,-73.945,-73.9505,"40.623,40.631,-73.956,-73.945",2278.7999999999965
270,40.623,40.631,40.626999999999995,-73.967,-73.956,-73.9615,"40.623,40.631,-73.967,-73.956",2119.9999999999945
271,40.623,40.631,40.626999999999995,-73.978,-73.967,-73.9725,"40.623,40.631,-73.978,-73.967",1961.7999999999963
272,40.623,40.631,40.626999999999995,-73.989,-73.978,-73.98349999999999,"40.623,40.631,-73.989,-73.978",929.1000000000006
273,40.623,40.631,40.626999999999995,-74.0,-73.989,-73.9945,"40.623,40.631,-74.0,-73.989",1884.199999999998
274,40.623,40.631,40.626999999999995,-74.011,-74.0,-74.0055,"40.623,40.631,-74.011,-74.0",2140.4999999999964
275,40.623,40.631,40.626999999999995,-74.022,-74.011,-74.01650000000001,"40.623,40.631,-74.022,-74.011",1743.1999999999975
276,40.623,40.631,40.626999999999995,-74.033,-74.022,-74.0275,"40.623,40.631,-74.033,-74.022",2694.599999999988
277,40.623,40.631,40.626999999999995,-74.044,-74.033,-74.0385,"40.623,40.631,-74.044,-74.033",563.7000000000007
278,40.623,40.631,40.626999999999995,-74.078,-74.067,-74.07249999999999,"40.623,40.631,-74.078,-74.067",1032.1000000000017
279,40.623,40.631,40.626999999999995,-74.089,-74.078,-74.0835,"40.623,40.631,-74.089,-74.078",1701.999999999995
280,40.623,40.631,40.626999999999995,-74.1,-74.089,-74.0945,"40.623,40.631,-74.1,-74.089",211.99999999999991
281,40.623,40.631,40.626999999999995,-74.111,-74.1,-74.1055,"40.623,40.631,-74.111,-74.1",458.7000000000003
282,40.623,40.631,40.626999999999995,-74.122,-74.111,-74.1165,"40.623,40.631,-74.122,-74.111",749.800000000001
283,40.623,40.631,40.626999999999995,-74.133,-74.122,-74.1275,"40.623,40.631,-74.133,-74.122",943.9000000000015
284,40.623,40.631,40.626999999999995,-74.144,-74.133,-74.1385,"40.623,40.631,-74.144,-74.133",1477.7999999999986
285,40.623,40.631,40.626999999999995,-74.155,-74.144,-74.1495,"40.623,40.631,-74.155,-74.144",1827.3999999999949
286,40.623,40.631,40.626999999999995,-74.166,-74.155,-74.1605,"40.623,40.631,-74.166,-74.155",1569.7999999999952
287,40.623,40.631,40.626999999999995,-74.177,-74.166,-74.17150000000001,"40.623,40.631,-74.177,-74.166",422.1
288,40.623,40.631,40.626999999999995,-74.189,-74.177,-74.18299999999999,"40.623,40.631,-74.189,-74.177",34.80000000000001
289,40.631,40.64,40.6355,-73.745,-73.734,-73.73949999999999,"40.631,40.64,-73.745,-73.734",73.19999999999999
290,40.631,40.64,40.6355,-73.756,-73.745,-73.7505,"40.631,40.64,-73.756,-73.745",6.0
291,40.631,40.64,40.6355,-73.889,-73.878,-73.8835,"40.631,40.64,-73.889,-73.878",2001.6999999999948
292,40.631,40.64,40.6355,-73.9,-73.889,-73.8945,"40.631,40.64,-73.9,-73.889",2801.89999999999
293,40.631,40.64,40.6355,-73.911,-73.9,-73.9055,"40.631,40.64,-73.911,-73.9",2845.999999999989
294,40.631,40.64,40.6355,-73.922,-73.911,-73.9165,"40.631,40.64,-73.922,-73.911",3303.199999999985
295,40.631,40.64,40.6355,-73.933,-73.922,-73.92750000000001,"40.631,40.64,-73.933,-73.922",2418.099999999994
296,40.631,40.64,40.6355,-73.945,-73.933,-73.939,"40.631,40.64,-73.945,-73.933",3118.3999999999905
297,40.631,40.64,40.6355,-73.956,-73.945,-73.9505,"40.631,40.64,-73.956,-73.945",7582.400000000052
298,40.631,40.64,40.6355,-73.967,-73.956,-73.9615,"40.631,40.64,-73.967,-73.956",3469.799999999988
299,40.631,40.64,40.6355,-73.978,-73.967,-73.9725,"40.631,40.64,-73.978,-73.967",2649.1999999999907
300,40.631,40.64,40.6355,-73.989,-73.978,-73.98349999999999,"40.631,40.64,-73.989,-73.978",1391.0999999999985
301,40.631,40.64,40.6355,-74.0,-73.989,-73.9945,"40.631,40.64,-74.0,-73.989",1953.4999999999955
302,40.631,40.64,40.6355,-74.011,-74.0,-74.0055,"40.631,40.64,-74.011,-74.0",3696.799999999994
303,40.631,40.64,40.6355,-74.022,-74.011,-74.01650000000001,"40.631,40.64,-74.022,-74.011",2831.399999999994
304,40.631,40.64,40.6355,-74.033,-74.022,-74.0275,"40.631,40.64,-74.033,-74.022",3131.7999999999865
305,40.631,40.64,40.6355,-74.044,-74.033,-74.0385,"40.631,40.64,-74.044,-74.033",499.7000000000003
306,40.631,40.64,40.6355,-74.078,-74.067,-74.07249999999999,"40.631,40.64,-74.078,-74.067",938.0000000000016
307,40.631,40.64,40.6355,-74.089,-74.078,-74.0835,"40.631,40.64,-74.089,-74.078",2443.999999999988
308,40.631,40.64,40.6355,-74.1,-74.089,-74.0945,"40.631,40.64,-74.1,-74.089",657.1000000000012
309,40.631,40.64,40.6355,-74.111,-74.1,-74.1055,"40.631,40.64,-74.111,-74.1",685.900000000001
310,40.631,40.64,40.6355,-74.122,-74.111,-74.1165,"40.631,40.64,-74.122,-74.111",2474.7999999999856
311,40.631,40.64,40.6355,-74.133,-74.122,-74.1275,"40.631,40.64,-74.133,-74.122",1776.199999999994
312,40.631,40.64,40.6355,-74.144,-74.133,-74.1385,"40.631,40.64,-74.144,-74.133",2727.7999999999884
313,40.631,40.64,40.6355,-74.155,-74.144,-74.1495,"40.631,40.64,-74.155,-74.144",880.9000000000016
314,40.631,40.64,40.6355,-74.166,-74.155,-74.1605,"40.631,40.64,-74.166,-74.155",2141.099999999992
315,40.631,40.64,40.6355,-74.177,-74.166,-74.17150000000001,"40.631,40.64,-74.177,-74.166",1224.3999999999992
316,40.631,40.64,40.6355,-74.189,-74.177,-74.18299999999999,"40.631,40.64,-74.189,-74.177",11.2
317,40.64,40.648,40.644000000000005,-73.745,-73.734,-73.73949999999999,"40.64,40.648,-73.745,-73.734",30.1
318,40.64,40.648,40.644000000000005,-73.789,-73.778,-73.7835,"40.64,40.648,-73.789,-73.778",11.0
319,40.64,40.648,40.644000000000005,-73.878,-73.867,-73.8725,"40.64,40.648,-73.878,-73.867",177.89999999999995
320,40.64,40.648,40.644000000000005,-73.889,-73.878,-73.8835,"40.64,40.648,-73.889,-73.878",1187.300000000001
321,40.64,40.648,40.644000000000005,-73.9,-73.889,-73.8945,"40.64,40.648,-73.9,-73.889",2817.7999999999884
322,40.64,40.648,40.644000000000005,-73.911,-73.9,-73.9055,"40.64,40.648,-73.911,-73.9",3260.6999999999844
323,40.64,40.648,40.644000000000005,-73.922,-73.911,-73.9165,"40.64,40.648,-73.922,-73.911",2170.1999999999957
324,40.64,40.648,40.644000000000005,-73.933,-73.922,-73.92750000000001,"40.64,40.648,-73.933,-73.922",2519.6999999999925
325,40.64,40.648,40.644000000000005,-73.945,-73.933,-73.939,"40.64,40.648,-73.945,-73.933",2048.699999999994
326,40.64,40.648,40.644000000000005,-73.956,-73.945,-73.9505,"40.64,40.648,-73.956,-73.945",6385.90000000004
327,40.64,40.648,40.644000000000005,-73.967,-73.956,-73.9615,"40.64,40.648,-73.967,-73.956",6539.40000000004
328,40.64,40.648,40.644000000000005,-73.978,-73.967,-73.9725,"40.64,40.648,-73.978,-73.967",2905.199999999992
329,40.64,40.648,40.644000000000005,-73.989,-73.978,-73.98349999999999,"40.64,40.648,-73.989,-73.978",2150.0999999999945
330,40.64,40.648,40.644000000000005,-74.0,-73.989,-73.9945,"40.64,40.648,-74.0,-73.989",2722.0999999999917
331,40.64,40.648,40.644000000000005,-74.011,-74.0,-74.0055,"40.64,40.648,-74.011,-74.0",4717.299999999997
332,40.64,40.648,40.644000000000005,-74.022,-74.011,-74.01650000000001,"40.64,40.648,-74.022,-74.011",5060.500000000009
333,40.64,40.648,40.644000000000005,-74.033,-74.022,-74.0275,"40.64,40.648,-74.033,-74.022",512.1000000000004
334,40.64,40.648,40.644000000000005,-74.044,-74.033,-74.0385,"40.64,40.648,-74.044,-74.033",19.0
335,40.64,40.648,40.644000000000005,-74.078,-74.067,-74.07249999999999,"40.64,40.648,-74.078,-74.067",1331.7999999999993
336,40.64,40.648,40.644000000000005,-74.089,-74.078,-74.0835,"40.64,40.648,-74.089,-74.078",2736.499999999978
337,40.64,40.648,40.644000000000005,-74.1,-74.089,-74.0945,"40.64,40.648,-74.1,-74.089",837.5000000000013
338,40.64,40.648,40.644000000000005,-74.111,-74.1,-74.1055,"40.64,40.648,-74.111,-74.1",226.79999999999993
339,40.64,40.648,40.644000000000005,-74.122,-74.111,-74.1165,"40.64,40.648,-74.122,-74.111",374.5000000000001
340,40.64,40.648,40.644000000000005,-74.133,-74.122,-74.1275,"40.64,40.648,-74.133,-74.122",172.59999999999994
341,40.64,40.648,40.644000000000005,-74.144,-74.133,-74.1385,"40.64,40.648,-74.144,-74.133",244.99999999999997
342,40.64,40.648,40.644000000000005,-74.166,-74.155,-74.1605,"40.64,40.648,-74.166,-74.155",51.60000000000001
343,40.64,40.648,40.644000000000005,-74.177,-74.166,-74.17150000000001,"40.64,40.648,-74.177,-74.166",133.2
344,40.64,40.648,40.644000000000005,-74.189,-74.177,-74.18299999999999,"40.64,40.648,-74.189,-74.177",4.0
345,40.648,40.656,40.652,-73.734,-73.723,-73.7285,"40.648,40.656,-73.734,-73.723",822.300000000001
346,40.648,40.656,40.652,-73.745,-73.734,-73.73949999999999,"40.648,40.656,-73.745,-73.734",841.8000000000006
347,40.648,40.656,40.652,-73.756,-73.745,-73.7505,"40.648,40.656,-73.756,-73.745",255.99999999999994
348,40.648,40.656,40.652,-73.767,-73.756,-73.7615,"40.648,40.656,-73.767,-73.756",14.2
349,40.648,40.656,40.652,-73.834,-73.823,-73.82849999999999,"40.648,40.656,-73.834,-73.823",234.79999999999993
350,40.648,40.656,40.652,-73.845,-73.834,-73.8395,"40.648,40.656,-73.845,-73.834",739.8000000000006
351,40.648,40.656,40.652,-73.856,-73.845,-73.8505,"40.648,40.656,-73.856,-73.845",214.29999999999995
352,40.648,40.656,40.652,-73.867,-73.856,-73.8615,"40.648,40.656,-73.867,-73.856",86.19999999999999
353,40.648,40.656,40.652,-73.878,-73.867,-73.8725,"40.648,40.656,-73.878,-73.867",2079.299999999999
354,40.648,40.656,40.652,-73.889,-73.878,-73.8835,"40.648,40.656,-73.889,-73.878",2665.9999999999914
355,40.648,40.656,40.652,-73.9,-73.889,-73.8945,"40.648,40.656,-73.9,-73.889",2681.899999999988
356,40.648,40.656,40.652,-73.911,-73.9,-73.9055,"40.648,40.656,-73.911,-73.9",1804.4999999999961
357,40.648,40.656,40.652,-73.922,-73.911,-73.9165,"40.648,40.656,-73.922,-73.911",3808.9999999999827
358,40.648,40.656,40.652,-73.933,-73.922,-73.92750000000001,"40.648,40.656,-73.933,-73.922",5150.30000000001
359,40.648,40.656,40.652,-73.945,-73.933,-73.939,"40.648,40.656,-73.945,-73.933",3247.899999999987
360,40.648,40.656,40.652,-73.956,-73.945,-73.9505,"40.648,40.656,-73.956,-73.945",7885.80000000007
361,40.648,40.656,40.652,-73.967,-73.956,-73.9615,"40.648,40.656,-73.967,-73.956",9454.600000000102
362,40.648,40.656,40.652,-73.978,-73.967,-73.9725,"40.648,40.656,-73.978,-73.967",1234.7999999999997
363,40.648,40.656,40.652,-73.989,-73.978,-73.98349999999999,"40.648,40.656,-73.989,-73.978",454.00000000000006
364,40.648,40.656,40.652,-74.0,-73.989,-73.9945,"40.648,40.656,-74.0,-73.989",195.2
365,40.648,40.656,40.652,-74.011,-74.0,-74.0055,"40.648,40.656,-74.011,-74.0",3941.199999999985
366,40.648,40.656,40.652,-74.022,-74.011,-74.01650000000001,"40.648,40.656,-74.022,-74.011",1269.6000000000001
367,40.648,40.656,40.652,-74.033,-74.022,-74.0275,"40.648,40.656,-74.033,-74.022",4.2
368,40.648,40.656,40.652,-74.089,-74.078,-74.0835,"40.648,40.656,-74.089,-74.078",57.300000000000004
369,40.656,40.664,40.66,-73.734,-73.723,-73.7285,"40.656,40.664,-73.734,-73.723",840.3000000000011
370,40.656,40.664,40.66,-73.745,-73.734,-73.73949999999999,"40.656,40.664,-73.745,-73.734",1251.3999999999996
371,40.656,40.664,40.66,-73.756,-73.745,-73.7505,"40.656,40.664,-73.756,-73.745",1245.2000000000003
372,40.656,40.664,40.66,-73.767,-73.756,-73.7615,"40.656,40.664,-73.767,-73.756",1031.3000000000006
373,40.656,40.664,40.66,-73.778,-73.767,-73.77250000000001,"40.656,40.664,-73.778,-73.767",1225.699999999999
374,40.656,40.664,40.66,-73.789,-73.778,-73.7835,"40.656,40.664,-73.789,-73.778",69.1
375,40.656,40.664,40.66,-73.8,-73.789,-73.7945,"40.656,40.664,-73.8,-73.789",22.0
376,40.656,40.664,40.66,-73.811,-73.8,-73.8055,"40.656,40.664,-73.811,-73.8",31.0
377,40.656,40.664,40.66,-73.823,-73.811,-73.81700000000001,"40.656,40.664,-73.823,-73.811",36.0
378,40.656,40.664,40.66,-73.834,-73.823,-73.82849999999999,"40.656,40.664,-73.834,-73.823",252.79999999999995
379,40.656,40.664,40.66,-73.845,-73.834,-73.8395,"40.656,40.664,-73.845,-73.834",1126.8000000000009
380,40.656,40.664,40.66,-73.856,-73.845,-73.8505,"40.656,40.664,-73.856,-73.845",815.5000000000008
381,40.656,40.664,40.66,-73.867,-73.856,-73.8615,"40.656,40.664,-73.867,-73.856",394.6000000000003
382,40.656,40.664,40.66,-73.878,-73.867,-73.8725,"40.656,40.664,-73.878,-73.867",1801.099999999998
383,40.656,40.664,40.66,-73.889,-73.878,-73.8835,"40.656,40.664,-73.889,-73.878",6814.200000000052
384,40.656,40.664,40.66,-73.9,-73.889,-73.8945,"40.656,40.664,-73.9,-73.889",6341.800000000034
385,40.656,40.664,40.66,-73.911,-73.9,-73.9055,"40.656,40.664,-73.911,-73.9",7861.500000000073
386,40.656,40.664,40.66,-73.922,-73.911,-73.9165,"40.656,40.664,-73.922,-73.911",7347.600000000077
387,40.656,40.664,40.66,-73.933,-73.922,-73.92750000000001,"40.656,40.664,-73.933,-73.922",6696.9000000000515
